id,listing_url,name,description,host_id,host_name,host_in_state,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,property_type,room_type,accommodates,bedrooms,beds,price,minimum_nights,maximum_nights,instant_bookable,review_scores_rating,number_of_reviews
50257655,https://www.airbnb.com/rooms/50257655,"Entire,elegant home 10 minutes to AvL, Biltmore","Have fun with the whole family at this stylish place.<br /><br /><b>The space</b><br />House contains 3 floors and tons of privacy.  The entire property is included in the rental fee. The second or main floor includes a living room with a gas fireplace, dining area, kitchen, half bath and balcony.  The first floor includes a large suite, private bathroom and dedicated work space.  The 3rd floor includes three bedrooms, including master suite with private bath.  A  jack and Jill bathroom connects the additional two bedrooms.  Laundry is located on the third floor for convenience.  Large back yard and patio area.  Enclosed fence for pups  is located on the side of the house with access from both the front porch and the backyard and patio.<br /><br /><b>Guest access</b><br />All",365979586,Sandi,TRUE,within an hour,1.00,0.99,t,0,t,t,Entire residential home,Entire home/apt,8,3,7,350,5,28,t,NA,0
50267877,https://www.airbnb.com/rooms/50267877,"River Arts District ""Treehouse"" (monthly)","Need a place for a month or more? Why stay at an expensive and small hotel room?! <br /><br />Location, location, location! This green-certified, 3-story house is on a quiet street with little traffic but within a short walk to downtown Asheville, the River Arts District, and the French Broad river greenway. 6 mins drive to Mission Hospital and 8 mins to UNCA. Eat, drink, shop, and explore all within a short walk!<br /><br /><b>The space</b><br />1100sqft, green certified, smart lighting with Phillips Hue, Roku for Netflix/Hulu/Prime/etc. Fiber internet with 360mbps up/down and robust WiFi which covers the entire property. The upper loft bedroom has TONS of natural light, especially with the barn doors open. The lower bedroom works great as an office (with adjustable height desk) or an additional bedroom (using the futon). The hammock chair and wisteria-covered swinging bench in the back yard make for nice spots to watch the fireflies in summer. The back porch dining table is a great s",24977948,Nicholas,TRUE,within an hour,1.00,0.92,f,2,t,t,Entire rental unit,Entire home/apt,4,2,2,108,30,200,f,NA,0
50269559,https://www.airbnb.com/rooms/50269559,West Asheville Peaceful Oasis w/ Private Entrance,"Peacefully tucked away near West Asheville. After a day of exploring all Asheville has to offer, kick back and relax at our quiet suite. Come and go as you please with the private entrance. Enjoy the intimate, lighted deck, luxury king bed, movie projector, and coffee + amenities. You will be less than 10 min from the heart of super hip West Asheville and less than 15 minutes to the Blue Ridge Parkway and Downtown.<br />Note: one dog is allowed for no extra fee.<br /><br /><b>The space</b><br />We've included all the amenities we'd want to see for our perfect Asheville getaway, including:<br />*Private entrance<br />*King size bed<br />*Private deck with small grill<br />*Movie projector with Roku (Hulu, Netflix, Prime Video) and DVDs... and of course popcorn!<br />*Coffee + instant oatmeal<br />*Mini fridge, microwave, toaster oven<br />*Walk in shower + toiletries<br /><br />Our Space is best suited for 1-2 travelers, however we have a convertible chair that pulls out into a twin bed",126928393,Preston & Sarah,TRUE,within an hour,1.00,1.00,t,0,t,t,Private room in residential home,Private room,3,1,1,74,1,1125,t,4.96,49
50289737,https://www.airbnb.com/rooms/50289737,Modern home w/mountain views (4 miles to downtown),"Relax and unwind with the whole family or friends in our new modern home nestled in the heart of the Blue Ridge Mountains. Sit out on the spacious deck to watch the sunset and view the gorgeous mountains, or sit by the fire pit and enjoy the sounds of the birds and sometimes turkeys.  Within walking distance of Reynolds Village, which is filled with delicious restaurants and unique shops, while just minutes drive to downtown Asheville (6 minutes).<br /><br /><b>The space</b><br />Located in highly sought after Reynolds Mountain. Our house is equipped with the latest modern features, a fully stocked kitchen and lots of natural sunlight! Granite countertops, all new stainless steel appliances and large island accentuate the fully equipped gourmet kitchen.",18248189,Stephanie,FALSE,within an hour,1.00,1.00,f,0,t,t,Entire residential home,Entire home/apt,8,3,3,264,2,14,t,5,1
50301104,https://www.airbnb.com/rooms/50301104,Your excitement starts here. Time to Play.,"Fresh air and open spaces. Having a North Carolina adventure is just naturally amazing. Quiet cul- de-sac just 5 minutes from airport. Easy access to hiking, canoeing, sightseeing, biking or just enjoying nature. Entrance to Blue Ridge Parkway just 15 minutes away.  Convenient to both Asheville and Hendersonville for shopping and entertainment. The perfect get away. Sorry no pets!<br /><br /><b>The space</b><br />Two very large upstairs bedrooms and one shared bath.  One has queen size bed the other a twin bed.<br /><br /><b>Guest access</b><br />Parking to the right side of the home in front of two car garage.  Additional parking pad beside driveway.",377619924,Jackie,TRUE,within an hour,1.00,0.67,f,0,t,f,Private room in residential home,Private room,2,2,2,85,2,7,t,5,3
50304584,https://www.airbnb.com/rooms/50304584,Cozy private room in River Arts District,"A clean little room located in the heart of the River Arts District. Perfect for a place to crash after a day of exploring the city or catching a show at the Orange Peel. <br /><br />5 minute drive to Downtown, 2 minutes to West Asheville, and 10 minutes to the Biltmore. <br /> <br />Walk 5 minutes to trendy coffee shops, restaurants, and bars in the River Arts district and 15 minutes to the breweries and shops in South Slope district.<br /><br /><b>The space</b><br />This is for a private room and private bathroom in my home. I live and work here but also keep to myself, so the frequency and length of our interactions are totally up to you. I am vaccinated against COVID-19 and am happy to wear a mask when we interact.<br /><br />House amenities<br />- keypad with unique code for contactless check-in / no key to lose! <br />- free off-street parking <br />- a smart tv with streaming services (sometimes it rains ) <br />- fresh, filtered water to fill your water bottle <br />- a printed",7741232,Stephanie,FALSE,within an hour,1.00,0.98,f,0,t,t,Private room in bungalow,Private room,2,1,1,73,1,7,f,4.97,32
50323786,https://www.airbnb.com/rooms/50323786,"BearsDenAVL, modern 3 bed/2 bath in Asheville","Modern cottage nestled on 2 acres in the heart of Asheville. Hang out or hide out, you're just minutes from town in this newly renovated 3 bed 2 full bath with an attached  garage for parking your car or storing your adventure gear. Modern updates make it easy to relax after you ride your bike up to the Blue Ridge Parkway or work from home from a built-in office nook. The extended deck invites you to enjoy coffee in the woods and a fire pit inspires nights of story telling and s'mores.<br /><br /><b>The space</b><br />Nestled in the woods, tell stories around the fire pit, dangle your toes off the hammock chair or kick back with a book and read on the deck. There are lots of little spots waiting for you to seek them out at BearsDenAVL.",37138238,Amy,TRUE,within an hour,1.00,0.86,f,1,t,t,Entire cottage,Entire home/apt,6,3,4,125,30,365,t,5,3
50347455,https://www.airbnb.com/rooms/50347455,Hot Tub in West Asheville-by River Arts District,"Welcome to our place! We are a 5-minute walk to huge Carrier Park and close to River Arts District.  Easy access to all of the wonderful things West AVL has to offer! 10-minute drive to downtown. Room comes equipped with a queen bed, desk, chair, TV, Keurig, tea kettle, microwave, mini fridge, toaster, and best of all, a HOT TUB right outside your door! You will have access to a huge private screened in porch that allows for private entry in and out of your space. Also, we are fully vaccinated.",302904285,Aubri,TRUE,within an hour,1.00,1.00,t,0,t,t,Private room in residential home,Private room,2,1,1,131,2,1125,t,5,8
50358959,https://www.airbnb.com/rooms/50358959,Riverside Ranch,"Enjoy this spacious, open home with hot tub located 10 miles from the iconic Biltmore Estate, 4 miles from Asheville Regional Airport, and minutes to Downtown Asheville!  Glenn Bridge River Park is steps away for your water adventures!<br /><br /><b>The space</b><br />Enjoy this spacious, open home located 10 miles from the iconic Biltmore Estate, 4 miles from Asheville Regional Airport, and minutes to Downtown Asheville!  Glenn Bridge River Park is just steps away for your water adventures! Afterwards, relax in the hot tub on the serene wrap around deck or enjoy the evening air in front of the fire pit.  <br /><br />Riverside Ranch is also only minutes from the Blue Ridge Parkway and access to all the wonders and trails of our beautiful mountains.  Whether you prefer zipline adventures, kayaking, mountain biking, hiking or just enjoying downtown, this location has it all.<br />Find out why Asheville is named Beer City USA with our many breweries and award winning restaurants. This hom",303909632,Thomas,FALSE,within an hour,1.00,1.00,t,14,t,t,Entire residential home,Entire home/apt,8,4,5,249,2,365,t,4.92,12
50369084,https://www.airbnb.com/rooms/50369084,MODERN KING SUITE/TWO BEDROOM/ 10MINS TO ASHEVILLE,"For those looking to be centrally located to all that Asheville offers with the arboretum, shows and events, the Biltmore, breweries, Pigisah National Forrest, and downtown Hendersonville and Asheville, this beautifully designed two bedroom apartment will serve as a relaxing home base. Enjoy all the apartment amenities which include pool, exercise room, game room, and kayak and bike rentals. You will not be dissapointed in your choice staying in this quiet third floor apartment.<br /><br /><b>The space</b><br />The entire apartment is for guest use. The pool and gym are available with the card key",390463853,Brian,FALSE,within an hour,1.00,1.00,f,9,t,f,Entire rental unit,Entire home/apt,6,2,2,141,2,180,t,5,2
50373054,https://www.airbnb.com/rooms/50373054,Green Garden Getaway,"5-Star Sanitary Deep Clean. Contemporay and stylish garden level apartment against mountain backdrop, and clear night skies 9 miles east of downtown Asheville. My green-built home is well appointed, with great attention to detail. It's perfect for a couple or individual seeking a bucolic getaway.<br />This sweet little unit is the ground floor, with convenient dedicated parking at the entrance in the front of the unit. There is another home above, where I live with my 2 amazing dogs. I love to host!<br /><br /><b>The space</b><br />Custom green built apartment with all the details you can expect from this 4 year Super Host.  You won't want to leave.<br /><br /><b>Guest access</b><br />The front yard and pond area are open for use, as well as the Cantina with grill just 100 feet away.  Host lives upstairs and I will be as scarce as possible while guests are in this garden level unit.<br />Backyard is private.",40029182,Matthew,TRUE,within an hour,1.00,1.00,t,3,t,t,Entire rental unit,Entire home/apt,2,1,2,88,2,28,f,5,8
